profile_id,portfolio_id,rank,match_score,reasoning
344,39,3,2.2722,"Given Profile 344's 36-45 age, 50001-100000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 17-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
345,4,1,2.4313,"Given Profile 345's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
345,29,2,2.3996,"Given Profile 345's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
345,39,3,2.3996,"Given Profile 345's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 26-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
346,4,1,2.414,"Given Profile 346's 46-55 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
346,29,2,2.3824,"Given Profile 346's 46-55 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
346,39,3,2.3823,"Given Profile 346's 46-55 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
347,15,1,1.8765,"For Profile 347 in the 56-65 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
347,30,2,1.8513,"For Profile 347 in the 56-65 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
347,43,3,1.8501,"For Profile 347 in the 56-65 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
348,15,1,1.8771,"For Profile 348 in the 56-65 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 11-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
348,30,2,1.852,"For Profile 348 in the 56-65 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 11-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
348,43,3,1.8508,"For Profile 348 in the 56-65 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 11-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
349,3,1,1.4818,"This Very Low risk portfolio is recommended due to Profile 349's 26-35 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
349,48,2,1.4695,"This Very Low risk portfolio is recommended due to Profile 349's 26-35 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
349,10,3,1.4045,"This Very Low risk portfolio is recommended due to Profile 349's 26-35 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
350,4,1,2.1355,"Given Profile 350's 18-25 age, 0-25000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 36-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
350,29,2,2.111,"Given Profile 350's 18-25 age, 0-25000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 36-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
350,39,3,2.1104,"Given Profile 350's 18-25 age, 0-25000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 36-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
351,4,1,2.1081,"Given Profile 351's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
351,29,2,2.0764,"Given Profile 351's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
351,39,3,2.0764,"Given Profile 351's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
352,15,1,1.7013,"For Profile 352 in the 26-35 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 12-year timeframe. Their high risk tolerance and low liquidity needs are well-addressed."
352,30,2,1.6835,"For Profile 352 in the 26-35 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 12-year timeframe. Their high risk tolerance and low liquidity needs are well-addressed."
